Word,Landmark Index,X Coordinate,Y Coordinate,Z Coordinate
Car Accident ,10,0.485165,0.576449,-0.007887
Car Accident ,11,0.504952,0.583421,-0.004904
Car Accident ,12,0.514947,0.608352,-0.005539
Car Accident ,13,0.479626,0.687250,-0.012225
Car Accident ,14,0.484111,0.632583,-0.004633
Car Accident ,15,0.500308,0.637357,0.002103
Car Accident ,16,0.510457,0.659903,0.002800
Car Accident ,17,0.477372,0.726779,-0.011649
Car Accident ,18,0.481685,0.678486,-0.005287
Car Accident ,19,0.496853,0.681088,0.002784
Car Accident ,20,0.506833,0.699627,0.007466
Car Accident ,0,0.577738,0.764124,-0.000000
Car Accident ,1,0.584144,0.644867,0.000984
Car Accident ,2,0.558321,0.558982,0.001746
Car Accident ,3,0.523587,0.509473,0.003334
Car Accident ,4,0.499559,0.515050,0.005740
Car Accident ,5,0.509401,0.593106,-0.012472
Car Accident ,6,0.490877,0.524911,-0.015612
Car Accident ,7,0.512978,0.535937,-0.016773
Car Accident ,8,0.526787,0.563953,-0.016816
Car Accident ,9,0.488818,0.642458,-0.013261
Car Accident ,10,0.485961,0.578585,-0.008431
Car Accident ,11,0.505292,0.585700,-0.005389
Car Accident ,12,0.515317,0.610233,-0.005998
Car Accident ,13,0.480319,0.688145,-0.012511
Car Accident ,14,0.484351,0.633746,-0.005128
Car Accident ,15,0.500151,0.638357,0.001600
Car Accident ,16,0.510344,0.660716,0.002319
Car Accident ,17,0.477760,0.727778,-0.011858
Car Accident ,18,0.481606,0.680348,-0.005693
Car Accident ,19,0.496367,0.682406,0.002239
Car Accident ,20,0.506486,0.700244,0.006872
Car Accident ,0,0.577431,0.764026,-0.000000
Car Accident ,1,0.583634,0.644156,0.000684
Car Accident ,2,0.557690,0.557933,0.001272
Car Accident ,3,0.523156,0.507747,0.002791
Car Accident ,4,0.498467,0.514123,0.005250
Car Accident ,5,0.508829,0.593291,-0.012561
Car Accident ,6,0.490393,0.525747,-0.015550
Car Accident ,7,0.512750,0.536656,-0.016618
Car Accident ,8,0.526240,0.563892,-0.016617
Car Accident ,9,0.488393,0.642194,-0.013139
Car Accident ,10,0.484873,0.577069,-0.008369
Car Accident ,11,0.504182,0.583465,-0.005348
Car Accident ,12,0.514240,0.607837,-0.005866
Car Accident ,13,0.479689,0.687297,-0.012177
Car Accident ,14,0.483673,0.631745,-0.004699
Car Accident ,15,0.499510,0.635982,0.002042
Car Accident ,16,0.509753,0.658450,0.002858
Car Accident ,17,0.476970,0.726165,-0.011360
Car Accident ,18,0.481274,0.677715,-0.005068
Car Accident ,19,0.495929,0.679818,0.002781
Car Accident ,20,0.505888,0.697905,0.007372
Car Accident ,0,0.577320,0.762859,-0.000000
Car Accident ,1,0.582965,0.642958,0.000294
Car Accident ,2,0.556971,0.556512,0.000635
Car Accident ,3,0.522250,0.506277,0.002015
Car Accident ,4,0.497515,0.513308,0.004296
Car Accident ,5,0.507935,0.593656,-0.013318
Car Accident ,6,0.489924,0.524951,-0.016331
Car Accident ,7,0.512431,0.535128,-0.017321
Car Accident ,8,0.526007,0.562102,-0.017288
Car Accident ,9,0.487736,0.642884,-0.013742
Car Accident ,10,0.485046,0.577441,-0.008984
Car Accident ,11,0.504673,0.583729,-0.005962
Car Accident ,12,0.514451,0.607895,-0.006554
Car Accident ,13,0.479540,0.687996,-0.012608
Car Accident ,14,0.484201,0.632667,-0.005187
Car Accident ,15,0.500354,0.636921,0.001562
Car Accident ,16,0.510445,0.659089,0.002300
Car Accident ,17,0.477436,0.726932,-0.011640
Car Accident ,18,0.482153,0.679211,-0.005491
Car Accident ,19,0.496940,0.681157,0.002289
Car Accident ,20,0.506798,0.698780,0.006804
Car Accident ,0,0.577408,0.761634,-0.000000
Car Accident ,1,0.582729,0.641437,0.000015
Car Accident ,2,0.556377,0.555173,0.000168
Car Accident ,3,0.521062,0.504098,0.001595
Car Accident ,4,0.496511,0.513231,0.003929
Car Accident ,5,0.507790,0.593977,-0.014260
Car Accident ,6,0.489378,0.525219,-0.016609
Car Accident ,7,0.511891,0.535051,-0.016792
Car Accident ,8,0.525271,0.561792,-0.016311
Car Accident ,9,0.487340,0.643433,-0.014418
Car Accident ,10,0.484221,0.576395,-0.009315
Car Accident ,11,0.503909,0.582367,-0.005930
Car Accident ,12,0.513725,0.606665,-0.006309
Car Accident ,13,0.478833,0.688230,-0.012876
Car Accident ,14,0.482649,0.630025,-0.005048
Car Accident ,15,0.498925,0.634406,0.002119
Car Accident ,16,0.509111,0.656958,0.003050
Car Accident ,17,0.476496,0.726682,-0.011491
Car Accident ,18,0.479972,0.676528,-0.005022
Car Accident ,19,0.494778,0.678635,0.003124
Car Accident ,20,0.504721,0.696600,0.007841
Car Accident ,0,0.578224,0.763553,-0.000000
Car Accident ,1,0.583223,0.643616,-0.000042
Car Accident ,2,0.557445,0.556579,0.000018
Car Accident ,3,0.521895,0.505142,0.001155
Car Accident ,4,0.496360,0.514926,0.003167
Car Accident ,5,0.507974,0.593963,-0.012470
Car Accident ,6,0.490444,0.525312,-0.015393
Car Accident ,7,0.512755,0.536206,-0.016598
Car Accident ,8,0.525812,0.563230,-0.016796
Car Accident ,9,0.487558,0.643011,-0.012843
Car Accident ,10,0.484715,0.576023,-0.008283
Car Accident ,11,0.504262,0.582772,-0.005770
Car Accident ,12,0.514227,0.607503,-0.006534
Car Accident ,13,0.479044,0.687785,-0.011697
Car Accident ,14,0.483411,0.629925,-0.004246
Car Accident ,15,0.499261,0.634870,0.002307
Car Accident ,16,0.509299,0.657812,0.003018
Car Accident ,17,0.476615,0.726360,-0.010751
Car Accident ,18,0.480974,0.675961,-0.004392
Car Accident ,19,0.495636,0.678706,0.003483
Car Accident ,20,0.505415,0.697329,0.008121
Car Accident ,0,0.578290,0.763676,-0.000000
Car Accident ,1,0.583521,0.643975,-0.000031
Car Accident ,2,0.557301,0.556835,0.000079
Car Accident ,3,0.521808,0.504805,0.001425
Car Accident ,4,0.497628,0.515130,0.003674
Car Accident ,5,0.507767,0.594415,-0.013843
Car Accident ,6,0.490166,0.525297,-0.016376
Car Accident ,7,0.512404,0.536382,-0.016825
Car Accident ,8,0.525560,0.563609,-0.016537
Car Accident ,9,0.487428,0.644244,-0.014003
Car Accident ,10,0.484766,0.577545,-0.008926
Car Accident ,11,0.504260,0.584117,-0.005574
Car Accident ,12,0.514075,0.608193,-0.005975
Car Accident ,13,0.478993,0.689540,-0.012543
Car Accident ,14,0.483591,0.631734,-0.004723
Car Accident ,15,0.499525,0.636679,0.002284
Car Accident ,16,0.509540,0.659434,0.003112
Car Accident ,17,0.476681,0.728390,-0.011275
Car Accident ,18,0.481293,0.678149,-0.004675
Car Accident ,19,0.495974,0.680686,0.003330
Car Accident ,20,0.505638,0.698807,0.007917
Car Accident ,0,0.579111,0.765270,-0.000000
Car Accident ,1,0.584030,0.645697,0.000245
Car Accident ,2,0.558410,0.558486,0.000404
Car Accident ,3,0.522682,0.506870,0.001643
Car Accident ,4,0.497477,0.517170,0.003763
Car Accident ,5,0.508969,0.595766,-0.012688
Car Accident ,6,0.490978,0.526727,-0.015255
Car Accident ,7,0.512889,0.537526,-0.015924
Car Accident ,8,0.526059,0.564727,-0.015764
Car Accident ,9,0.488267,0.644989,-0.013143
Car Accident ,10,0.484575,0.577592,-0.008105
Car Accident ,11,0.503768,0.584128,-0.005103
Car Accident ,12,0.513855,0.608912,-0.005621
Car Accident ,13,0.479439,0.690121,-0.012010
Car Accident ,14,0.482671,0.631709,-0.004247
Car Accident ,15,0.498454,0.636451,0.002627
Car Accident ,16,0.508738,0.659466,0.003469
Car Accident ,17,0.476886,0.729258,-0.011026
Car Accident ,18,0.480326,0.678341,-0.004485
Car Accident ,19,0.495048,0.680506,0.003684
Car Accident ,20,0.505080,0.698969,0.008498
Car Accident ,0,0.578996,0.766006,-0.000000
Car Accident ,1,0.584436,0.645919,-0.000001
Car Accident ,2,0.558531,0.558872,0.000082
Car Accident ,3,0.522880,0.507371,0.001301
Car Accident ,4,0.497830,0.517028,0.003375
Car Accident ,5,0.509273,0.596159,-0.013315
Car Accident ,6,0.491496,0.526968,-0.016028
Car Accident ,7,0.513938,0.538027,-0.016916
Car Accident ,8,0.526874,0.565108,-0.016982
Car Accident ,9,0.488719,0.645500,-0.013691
Car Accident ,10,0.485676,0.577768,-0.008821
Car Accident ,11,0.505383,0.584555,-0.005867
Car Accident ,12,0.515206,0.609384,-0.006464
Car Accident ,13,0.480128,0.690485,-0.012453
Car Accident ,14,0.483933,0.631565,-0.004881
Car Accident ,15,0.500045,0.636519,0.002061
Car Accident ,16,0.510139,0.659606,0.002944
Car Accident ,17,0.477703,0.729262,-0.011382
Car Accident ,18,0.481250,0.678113,-0.005093
Car Accident ,19,0.496090,0.680455,0.003053
Car Accident ,20,0.506052,0.699041,0.007862
Car Accident ,0,0.579488,0.767012,-0.000000
Car Accident ,1,0.584873,0.647056,-0.000033
Car Accident ,2,0.559095,0.559525,-0.000172
Car Accident ,3,0.523239,0.507368,0.000738
Car Accident ,4,0.497874,0.516965,0.002435
Car Accident ,5,0.509810,0.596629,-0.013399
Car Accident ,6,0.492497,0.527600,-0.016932
Car Accident ,7,0.514446,0.539960,-0.018554
Car Accident ,8,0.527379,0.567759,-0.019070
Car Accident ,9,0.489279,0.646414,-0.014013
Car Accident ,10,0.486641,0.580234,-0.009768
Car Accident ,11,0.506029,0.588078,-0.007081
Car Accident ,12,0.515800,0.612691,-0.007828
Car Accident ,13,0.480830,0.691847,-0.013119
Car Accident ,14,0.485170,0.634844,-0.006032
Car Accident ,15,0.500938,0.640380,0.000817
Car Accident ,16,0.510861,0.662966,0.001686
Car Accident ,17,0.478544,0.731152,-0.012421
Car Accident ,18,0.483243,0.681813,-0.006324
Car Accident ,19,0.497947,0.684528,0.001723
Car Accident ,20,0.507611,0.702450,0.006464
Car Accident ,0,0.580022,0.767600,-0.000000
Car Accident ,1,0.585269,0.647827,-0.000152
Car Accident ,2,0.559434,0.560080,-0.000450
Car Accident ,3,0.523484,0.508587,0.000337
Car Accident ,4,0.497456,0.517839,0.001933
Car Accident ,5,0.510664,0.597611,-0.013319
Car Accident ,6,0.492715,0.529623,-0.017021
Car Accident ,7,0.514742,0.541501,-0.018959
Car Accident ,8,0.527756,0.569067,-0.019617
Car Accident ,9,0.489947,0.647306,-0.013874
Car Accident ,10,0.486284,0.581011,-0.009672
Car Accident ,11,0.505664,0.588164,-0.007225
Car Accident ,12,0.515635,0.613074,-0.008101
Car Accident ,13,0.481171,0.692607,-0.012929
Car Accident ,14,0.484322,0.635405,-0.005753
Car Accident ,15,0.500210,0.640428,0.001132
Car Accident ,16,0.510460,0.663211,0.002065
Car Accident ,17,0.478563,0.731555,-0.012196
Car Accident ,18,0.481758,0.681951,-0.005953
Car Accident ,19,0.496471,0.684299,0.002262
Car Accident ,20,0.506495,0.702357,0.007144
Car Accident ,0,0.580409,0.768836,-0.000000
Car Accident ,1,0.585946,0.648320,0.000017
Car Accident ,2,0.560032,0.561024,-0.000125
Car Accident ,3,0.524256,0.509876,0.000711
Car Accident ,4,0.498100,0.519226,0.002293
Car Accident ,5,0.511410,0.597830,-0.012596
Car Accident ,6,0.493673,0.530945,-0.016293
Car Accident ,7,0.515631,0.542732,-0.018540
Car Accident ,8,0.528404,0.569668,-0.019497
Car Accident ,9,0.490810,0.647667,-0.013240
Car Accident ,10,0.487203,0.582135,-0.009190
Car Accident ,11,0.506497,0.589337,-0.007041
Car Accident ,12,0.516448,0.614237,-0.008095
Car Accident ,13,0.482025,0.693257,-0.012404
Car Accident ,14,0.485365,0.636343,-0.005396
Car Accident ,15,0.501080,0.641421,0.001274
Car Accident ,16,0.511234,0.664298,0.002119
Car Accident ,17,0.479327,0.732312,-0.011766
Car Accident ,18,0.482850,0.682552,-0.005667
Car Accident ,19,0.497464,0.685133,0.002424
Car Accident ,20,0.507362,0.703523,0.007247
Car Accident ,0,0.580818,0.770092,-0.000000
Car Accident ,1,0.586817,0.649294,0.000017
Car Accident ,2,0.560364,0.562014,0.000011
Car Accident ,3,0.524688,0.510347,0.001019
Car Accident ,4,0.498729,0.519427,0.002784
Car Accident ,5,0.511896,0.598801,-0.012626
Car Accident ,6,0.494124,0.531942,-0.016089
Car Accident ,7,0.516176,0.543806,-0.018190
Car Accident ,8,0.528826,0.570705,-0.019115
Car Accident ,9,0.491551,0.648799,-0.013159
Car Accident ,10,0.487823,0.583612,-0.008926
Car Accident ,11,0.507184,0.590769,-0.006594
Car Accident ,12,0.517033,0.615495,-0.007575
Car Accident ,13,0.482935,0.694541,-0.012210
Car Accident ,14,0.486268,0.638104,-0.005053
Car Accident ,15,0.502094,0.643058,0.001734
Car Accident ,16,0.512222,0.665800,0.002599
Car Accident ,17,0.480373,0.733681,-0.011463
Car Accident ,18,0.484123,0.684258,-0.005272
Car Accident ,19,0.498817,0.686932,0.002835
Car Accident ,20,0.508679,0.705168,0.007612
Car Accident ,0,0.581137,0.770867,-0.000000
Car Accident ,1,0.587131,0.651940,-0.000672
Car Accident ,2,0.560940,0.563411,-0.001014
Car Accident ,3,0.524587,0.510802,-0.000168
Car Accident ,4,0.498367,0.520089,0.001523
Car Accident ,5,0.512615,0.600266,-0.012964
Car Accident ,6,0.493839,0.533161,-0.016687
Car Accident ,7,0.515873,0.544501,-0.019021
Car Accident ,8,0.528887,0.570971,-0.020015
Car Accident ,9,0.491804,0.650128,-0.013255
Car Accident ,10,0.487040,0.584234,-0.009396
Car Accident ,11,0.506262,0.590709,-0.007400
Car Accident ,12,0.516418,0.615406,-0.008488
Car Accident ,13,0.482540,0.695576,-0.012132
Car Accident ,14,0.484270,0.637697,-0.005326
Car Accident ,15,0.500041,0.641795,0.001319
Car Accident ,16,0.510604,0.664324,0.002279
Car Accident ,17,0.479091,0.733938,-0.011247
Car Accident ,18,0.480876,0.683062,-0.005199
Car Accident ,19,0.495305,0.685069,0.002993
Car Accident ,20,0.505460,0.703132,0.007925
Car Accident ,0,0.580960,0.776798,-0.000000
Car Accident ,1,0.587223,0.657567,-0.001372
Car Accident ,2,0.561877,0.568654,-0.002106
Car Accident ,3,0.525585,0.513284,-0.001693
Car Accident ,4,0.497786,0.519175,-0.000241
Car Accident ,5,0.515291,0.607290,-0.012132
Car Accident ,6,0.494850,0.536456,-0.016774
Car Accident ,7,0.516426,0.547620,-0.019765
Car Accident ,8,0.529526,0.574492,-0.020989
Car Accident ,9,0.493648,0.655422,-0.012233
Car Accident ,10,0.486837,0.585615,-0.009307
Car Accident ,11,0.505417,0.591710,-0.007724
Car Accident ,12,0.515736,0.616812,-0.008839
Car Accident ,13,0.483183,0.699381,-0.011236
Car Accident ,14,0.482715,0.637678,-0.005088
Car Accident ,15,0.497873,0.642075,0.001546
Car Accident ,16,0.508543,0.665201,0.002748
Car Accident ,17,0.478439,0.736003,-0.010561
Car Accident ,18,0.478443,0.682776,-0.004701
Car Accident ,19,0.492175,0.684902,0.003490
Car Accident ,20,0.502194,0.703301,0.008505
Car Accident ,0,0.587265,0.791056,-0.000000
Car Accident ,1,0.591384,0.675352,-0.001017
Car Accident ,2,0.563982,0.588855,-0.001192
Car Accident ,3,0.526369,0.531168,0.000102
Car Accident ,4,0.496273,0.522659,0.002828
Car Accident ,5,0.522734,0.618240,-0.012780
Car Accident ,6,0.494716,0.556497,-0.014678
Car Accident ,7,0.514461,0.565878,-0.014343
Car Accident ,8,0.528332,0.588584,-0.013214
Car Accident ,9,0.501695,0.668387,-0.011876
Car Accident ,10,0.487538,0.603148,-0.006724
Car Accident ,11,0.505150,0.609125,-0.003186
Car Accident ,12,0.516100,0.632357,-0.003169
Car Accident ,13,0.489857,0.713825,-0.009650
Car Accident ,14,0.484613,0.652631,-0.001347
Car Accident ,15,0.498622,0.656715,0.005505
Car Accident ,16,0.509391,0.679451,0.006297
Car Accident ,17,0.483219,0.751562,-0.007644
Car Accident ,18,0.482463,0.697695,-0.000155
Car Accident ,19,0.495238,0.701274,0.007436
Car Accident ,20,0.504670,0.718655,0.011591
Car Accident ,0,0.587598,0.793999,-0.000000
Car Accident ,1,0.592105,0.676714,-0.000835
Car Accident ,2,0.563483,0.586555,-0.001116
Car Accident ,3,0.525832,0.527679,0.000310
Car Accident ,4,0.497039,0.528256,0.003175
Car Accident ,5,0.521505,0.622151,-0.014792
Car Accident ,6,0.494900,0.556675,-0.017190
Car Accident ,7,0.516217,0.567430,-0.016838
Car Accident ,8,0.530140,0.591779,-0.015673
Car Accident ,9,0.500395,0.671210,-0.014146
Car Accident ,10,0.486296,0.602414,-0.009034
Car Accident ,11,0.503696,0.606854,-0.004643
Car Accident ,12,0.513960,0.628715,-0.004155
Car Accident ,13,0.488430,0.716541,-0.012038
Car Accident ,14,0.483055,0.654766,-0.003824
Car Accident ,15,0.497417,0.657476,0.004088
Car Accident ,16,0.508074,0.678686,0.005593
Car Accident ,17,0.481957,0.753000,-0.010138
Car Accident ,18,0.479335,0.698994,-0.002448
Car Accident ,19,0.491991,0.701242,0.006222
Car Accident ,20,0.501111,0.717617,0.011054
Car Accident ,0,0.593063,0.802174,-0.000000
Car Accident ,1,0.595456,0.686689,-0.001252
Car Accident ,2,0.567009,0.601344,-0.002439
Car Accident ,3,0.529064,0.540439,-0.002171
Car Accident ,4,0.497648,0.528285,-0.000115
Car Accident ,5,0.531198,0.631796,-0.015916
Car Accident ,6,0.497412,0.565362,-0.020178
Car Accident ,7,0.518695,0.575595,-0.020245
Car Accident ,8,0.533677,0.601047,-0.018585
Car Accident ,9,0.509765,0.681408,-0.015101
Car Accident ,10,0.490331,0.612179,-0.011316
Car Accident ,11,0.508031,0.618010,-0.007118
Car Accident ,12,0.518699,0.640996,-0.006499
Car Accident ,13,0.496270,0.726621,-0.013043
Car Accident ,14,0.487735,0.662803,-0.005354
Car Accident ,15,0.501988,0.666140,0.002437
Car Accident ,16,0.512486,0.688388,0.003880
Car Accident ,17,0.487747,0.762953,-0.011254
Car Accident ,18,0.486163,0.706908,-0.003664
Car Accident ,19,0.498929,0.710406,0.004415
Car Accident ,20,0.507801,0.727974,0.008797
Car Accident ,0,0.599987,0.815879,-0.000000
Car Accident ,1,0.601760,0.700067,-0.001973
Car Accident ,2,0.572676,0.615529,-0.003773
Car Accident ,3,0.534541,0.556792,-0.004297
Car Accident ,4,0.502937,0.533366,-0.002964
Car Accident ,5,0.538810,0.646828,-0.017923
Car Accident ,6,0.497648,0.584559,-0.024295
Car Accident ,7,0.518540,0.591027,-0.025168
Car Accident ,8,0.536157,0.613321,-0.023586
Car Accident ,9,0.518665,0.699161,-0.017320
Car Accident ,10,0.490210,0.630807,-0.016077
Car Accident ,11,0.508366,0.632901,-0.012146
Car Accident ,12,0.521930,0.654745,-0.011334
Car Accident ,13,0.505321,0.745569,-0.015709
Car Accident ,14,0.487695,0.680285,-0.010381
Car Accident ,15,0.502693,0.681358,-0.002139
Car Accident ,16,0.515202,0.702220,0.000122
Car Accident ,17,0.496756,0.782354,-0.014400
Car Accident ,18,0.488647,0.723806,-0.008850
Car Accident ,19,0.501598,0.724894,-0.000951
Car Accident ,20,0.511435,0.741221,0.003534
Car Accident ,0,0.608362,0.829678,-0.000000
Car Accident ,1,0.609605,0.713421,-0.000206
Car Accident ,2,0.579868,0.629743,-0.001245
Car Accident ,3,0.541921,0.571533,-0.001074
Car Accident ,4,0.511944,0.537397,0.001286
Car Accident ,5,0.547132,0.663153,-0.017926
Car Accident ,6,0.499079,0.599457,-0.022829
Car Accident ,7,0.518475,0.601844,-0.021241
Car Accident ,8,0.536743,0.622129,-0.017567
Car Accident ,9,0.526908,0.713551,-0.017330
Car Accident ,10,0.490279,0.642224,-0.014637
Car Accident ,11,0.507774,0.641290,-0.008540
Car Accident ,12,0.521915,0.661325,-0.006055
Car Accident ,13,0.512953,0.758244,-0.015467
Car Accident ,14,0.487937,0.690803,-0.008551
Car Accident ,15,0.503616,0.689687,0.001010
Car Accident ,16,0.516649,0.708725,0.004093
Car Accident ,17,0.503980,0.793604,-0.013725
Car Accident ,18,0.491303,0.732270,-0.006933
Car Accident ,19,0.504226,0.731351,0.001543
Car Accident ,20,0.513672,0.746891,0.006312
Car Accident ,0,0.332332,0.808400,-0.000000
Car Accident ,1,0.337487,0.703139,-0.005083
Car Accident ,2,0.379358,0.616610,-0.008143
Car Accident ,3,0.425622,0.577962,-0.007404
Car Accident ,4,0.457539,0.583362,-0.005350
Car Accident ,5,0.406563,0.683374,-0.031901
Car Accident ,6,0.462750,0.622904,-0.030796
Car Accident ,7,0.466661,0.603496,-0.022293
Car Accident ,8,0.464428,0.609582,-0.015937
Car Accident ,9,0.420484,0.746240,-0.029464
Car Accident ,10,0.476988,0.679967,-0.027853
Car Accident ,11,0.465452,0.656728,-0.017269
Car Accident ,12,0.448542,0.662049,-0.009179
Car Accident ,13,0.427131,0.793153,-0.024356
Car Accident ,14,0.472148,0.729914,-0.020753
Car Accident ,15,0.458808,0.704301,-0.010034
Car Accident ,16,0.442677,0.706191,-0.003570
Car Accident ,17,0.429397,0.827654,-0.018788
Car Accident ,18,0.457958,0.773370,-0.013686
Car Accident ,19,0.446436,0.752052,-0.004070
Car Accident ,20,0.432620,0.756886,0.002501
Car Accident ,0,0.620140,0.840039,-0.000000
Car Accident ,1,0.622384,0.726939,-0.000250
Car Accident ,2,0.591354,0.640516,-0.002043
Car Accident ,3,0.554160,0.583350,-0.002989
Car Accident ,4,0.527642,0.542147,-0.001959
Car Accident ,5,0.560813,0.675731,-0.019849
Car Accident ,6,0.504671,0.608989,-0.028147
Car Accident ,7,0.522865,0.609961,-0.029356
Car Accident ,8,0.542935,0.629705,-0.027155
Car Accident ,9,0.540161,0.727308,-0.020325
Car Accident ,10,0.492609,0.655035,-0.020752
Car Accident ,11,0.511118,0.651684,-0.015554
Car Accident ,12,0.528356,0.671549,-0.013023
Car Accident ,13,0.526177,0.772688,-0.019676
Car Accident ,14,0.490009,0.703159,-0.015657
Car Accident ,15,0.507454,0.699641,-0.005604
Car Accident ,16,0.523124,0.717291,-0.001306
Car Accident ,17,0.516808,0.807130,-0.019099
Car Accident ,18,0.495016,0.744615,-0.014425
Car Accident ,19,0.508515,0.739866,-0.005578
Car Accident ,20,0.519737,0.754093,-0.000152
Car Accident ,0,0.315759,0.818529,-0.000000
Car Accident ,1,0.319900,0.705159,-0.003475
Car Accident ,2,0.357904,0.621815,-0.006842
Car Accident ,3,0.399013,0.573252,-0.008631
Car Accident ,4,0.420882,0.528992,-0.007841
Car Accident ,5,0.393827,0.674139,-0.021167
Car Accident ,6,0.455454,0.614418,-0.028282
Car Accident ,7,0.438807,0.615644,-0.027293
Car Accident ,8,0.417295,0.634415,-0.024023
Car Accident ,9,0.409093,0.737656,-0.021694
Car Accident ,10,0.469223,0.681470,-0.024334
Car Accident ,11,0.449557,0.674834,-0.018675
Car Accident ,12,0.428447,0.688661,-0.013636
Car Accident ,13,0.415084,0.789930,-0.021108
Car Accident ,14,0.464369,0.736436,-0.020677
Car Accident ,15,0.447172,0.726587,-0.011150
Car Accident ,16,0.428775,0.738259,-0.005189
Car Accident ,17,0.415783,0.831502,-0.020342
Car Accident ,18,0.445943,0.785873,-0.017854
Car Accident ,19,0.433155,0.773215,-0.008719
Car Accident ,20,0.418375,0.781611,-0.001952
Car Accident ,0,0.636598,0.842531,-0.000000
Car Accident ,1,0.640688,0.732076,0.002874
Car Accident ,2,0.608485,0.645759,0.001918
Car Accident ,3,0.573358,0.589059,0.001099
Car Accident ,4,0.554810,0.542258,0.001646
Car Accident ,5,0.579831,0.669390,-0.020437
Car Accident ,6,0.520644,0.602768,-0.030079
Car Accident ,7,0.534926,0.614556,-0.030747
Car Accident ,8,0.555220,0.638517,-0.027887
Car Accident ,9,0.560137,0.722182,-0.023196
Car Accident ,10,0.503938,0.653313,-0.026500
Car Accident ,11,0.520339,0.659687,-0.020398
Car Accident ,12,0.538622,0.680753,-0.016199
Car Accident ,13,0.545771,0.770935,-0.024508
Car Accident ,14,0.500655,0.707629,-0.023662
Car Accident ,15,0.517484,0.711298,-0.012290
Car Accident ,16,0.534397,0.728909,-0.005947
Car Accident ,17,0.536482,0.811865,-0.025298
Car Accident ,18,0.503570,0.755851,-0.022283
Car Accident ,19,0.517605,0.755962,-0.011922
Car Accident ,20,0.531920,0.770858,-0.005002
Car Accident ,0,0.297945,0.824118,-0.000000
Car Accident ,1,0.299548,0.713849,-0.005924
Car Accident ,2,0.333286,0.622593,-0.012100
Car Accident ,3,0.371211,0.563512,-0.016235
Car Accident ,4,0.387123,0.510250,-0.018927
Car Accident ,5,0.370579,0.668268,-0.025313
Car Accident ,6,0.427680,0.597379,-0.033804
Car Accident ,7,0.447062,0.591157,-0.032707
Car Accident ,8,0.451980,0.604940,-0.028990
Car Accident ,9,0.389175,0.727209,-0.025587
Car Accident ,10,0.457716,0.672000,-0.031533
Car Accident ,11,0.452801,0.668139,-0.025381
Car Accident ,12,0.438565,0.680517,-0.017991
Car Accident ,13,0.400250,0.779044,-0.024737
Car Accident ,14,0.455830,0.729815,-0.026477
Car Accident ,15,0.444554,0.720345,-0.016489
Car Accident ,16,0.428460,0.727740,-0.008488
Car Accident ,17,0.405676,0.822207,-0.024006
Car Accident ,18,0.435963,0.776135,-0.022764
Car Accident ,19,0.426352,0.763865,-0.013768
Car Accident ,20,0.413929,0.767021,-0.005909
Car Accident ,0,0.657847,0.834527,-0.000000
Car Accident ,1,0.661784,0.732886,0.004484
Car Accident ,2,0.629430,0.640490,0.002560
Car Accident ,3,0.598467,0.575285,0.000193
Car Accident ,4,0.590406,0.519391,-0.002285
Car Accident ,5,0.606119,0.647855,-0.022171
Car Accident ,6,0.540232,0.582021,-0.031356
Car Accident ,7,0.535028,0.584695,-0.031491
Car Accident ,8,0.545557,0.601541,-0.028999
Car Accident ,9,0.587468,0.701727,-0.027339
Car Accident ,10,0.520113,0.632985,-0.032413
Car Accident ,11,0.529445,0.639861,-0.027458
Car Accident ,12,0.547848,0.661719,-0.023628
Car Accident ,13,0.572232,0.754847,-0.030277
Car Accident ,14,0.516038,0.694816,-0.031204
Car Accident ,15,0.530466,0.701162,-0.019425
Car Accident ,16,0.549189,0.721269,-0.012430
Car Accident ,17,0.560598,0.804483,-0.032407
Car Accident ,18,0.516538,0.750730,-0.031289
Car Accident ,19,0.529633,0.753447,-0.020015
Car Accident ,20,0.546816,0.771176,-0.012124
Car Accident ,0,0.277306,0.812685,0.000000
Car Accident ,1,0.277388,0.710834,-0.009198
Car Accident ,2,0.309012,0.615158,-0.017931
Car Accident ,3,0.340680,0.547633,-0.024573
Car Accident ,4,0.342524,0.491781,-0.030150
Car Accident ,5,0.343929,0.648946,-0.030717
Car Accident ,6,0.399777,0.573434,-0.043892
Car Accident ,7,0.430828,0.558077,-0.047573
Car Accident ,8,0.446026,0.563058,-0.046764
Car Accident ,9,0.364045,0.710549,-0.031336
Car Accident ,10,0.436462,0.659913,-0.041967
Car Accident ,11,0.447095,0.643019,-0.039099
Car Accident ,12,0.441049,0.643419,-0.033603
Car Accident ,13,0.376058,0.764951,-0.031074
Car Accident ,14,0.439511,0.721205,-0.037947
Car Accident ,15,0.434888,0.698334,-0.028594
Car Accident ,16,0.418666,0.693194,-0.019251
Car Accident ,17,0.382212,0.811115,-0.031211
Car Accident ,18,0.422958,0.769758,-0.032804
Car Accident ,19,0.416447,0.749431,-0.022585
Car Accident ,20,0.401826,0.743811,-0.012794
Car Accident ,0,0.682277,0.820285,-0.000000
Car Accident ,1,0.683518,0.717197,0.005395
Car Accident ,2,0.654393,0.616756,0.003169
Car Accident ,3,0.629762,0.550459,0.000317
Car Accident ,4,0.631613,0.498082,-0.003540
Car Accident ,5,0.637255,0.616339,-0.024666
Car Accident ,6,0.572653,0.556024,-0.034316
